node_id,node_type,name,subclass,source,hmdb_id,is_metrs,functional_role,highlight,source_set,degree,betweenness,is_compound_hub,is_protein_hub,eigenvector,pagerank,combined_score,is_topology_hub
Q16555,Protein,DPYL2_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,TRUE,steiner,2,0.03992,FALSE,FALSE,0.01954,0.00461,0.10284,TRUE
Q16719,Protein,KYNU_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,TRUE,steiner,3,0.07340,FALSE,TRUE,0.00063,0.00587,0.05973,FALSE
Q4U2R8,Protein,S22A6_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,TRUE,steiner,4,0.03950,FALSE,TRUE,0.00002,0.00935,0.02729,FALSE
Q53H96,Protein,P5CR3_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,FALSE,steiner,1,0.00000,FALSE,FALSE,0.00089,0.00279,0.00000,FALSE
Q6YP21,Protein,KAT3_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,FALSE,steiner,3,0.08545,FALSE,TRUE,0.00222,0.00625,0.08627,FALSE
Q86Y79,Protein,PTH_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,TRUE,steiner,3,0.06138,FALSE,TRUE,0.00002,0.00736,0.02558,FALSE
Q8N159,Protein,NAGS_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,FALSE,steiner,1,0.00000,FALSE,FALSE,0.01837,0.00254,0.00000,FALSE
Q9BQT8,Protein,ODC_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,TRUE,steiner,1,0.00000,FALSE,FALSE,0.00000,0.00328,0.00000,FALSE
Q9NUJ1,Protein,ABHDA_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,FALSE,steiner,3,0.12944,FALSE,TRUE,0.02080,0.00612,0.16644,TRUE
Q9NV66,Protein,TYW1_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,FALSE,steiner,2,0.02195,FALSE,FALSE,0.00669,0.00436,0.06681,FALSE
Q9UKP6,Protein,UR2R_HUMAN,,SPOKE_steiner,,FALSE,Steiner human protein,FALSE,steiner,1,0.00000,FALSE,FALSE,0.00118,0.00296,0.00000,FALSE
inchikey:IAOZJIPTCAWIRG-QWRGUYRKSA-N,Compound,Aspartame,,SPOKE_steiner,,FALSE,Steiner intermediate compound,FALSE,steiner,1,0.00000,FALSE,FALSE,0.00273,0.00264,0.00000,FALSE
inchikey:LCTONWCANYUPML-VMIGTVKRSA-N,Compound,Pyruvic-13C3 acid,,SPOKE_steiner,,FALSE,Steiner intermediate compound,FALSE,steiner,5,0.11497,FALSE,FALSE,0.01026,0.00984,0.17330,FALSE
inchikey:QTBSBXVTEAMEQO-GUEYOVJQSA-N,Compound,(2H3)Acetic (2H)acid,,SPOKE_steiner,,FALSE,Steiner intermediate compound,FALSE,steiner,2,0.01835,FALSE,FALSE,0.00001,0.00496,0.01205,FALSE
inchikey:QTBSBXVTEAMEQO-JVVVGQRLSA-N,Compound,Acetic acid C-11,,SPOKE_steiner,,FALSE,Steiner intermediate compound,FALSE,steiner,2,0.03980,FALSE,FALSE,0.00013,0.00496,0.02977,FALSE
inchikey:XLYOFNOQVPJJNP-IGMARMGPSA-N,Compound,Oxygen-16 atom,,SPOKE_steiner,,FALSE,Steiner intermediate compound,FALSE,steiner,2,0.06330,FALSE,FALSE,0.00011,0.00463,0.03163,FALSE
inchikey:SYEOWUNSTUDKGM-UHFFFAOYSA-N,Compound,3-Methyladipic acid,Fatty acids,MetRS,HMDB00555,TRUE,,TRUE,fig2d;steiner,1,0.00000,FALSE,FALSE,0.00000,0.00357,0.00000,FALSE
CHEBI:189840,Compound,dicarboxylic fatty acid,,SPOKE_steiner,,FALSE,Steiner intermediate compound,FALSE,steiner,2,0.01190,FALSE,FALSE,0.00000,0.00632,0.00622,FALSE
